itinerary_id,trip_id,name,version,is_active,generated_by,total_cost,currency,total_duration_minutes,total_carbon_kg,optimizer_weights,status,created_at,updated_at,day_number,activity_title,description,time_slot
itn_75dc4f6b,trp_603a2836,Bhubaneswar plan v1,1,1,agent,11750.00,INR,525,6.5,,active,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bhubaneswar Lakeside Promenade Sunset & Classical Sitar,"In Bhubaneswar: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_c6ded382,trp_77b09e9a,Amritsar plan v1,1,1,optimizer,5000.00,CHF,285,4.8,,active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Amritsar Historic Citadel & Royal Palace Morning Tour,"In Amritsar: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_329bf6c8,trp_11c9d5a3,Jaisalmer plan v1,1,0,ai_planner,6250.00,INR,855,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Jaisalmer Public Park Relaxation & City Museum,In Jaisalmer: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_b586d3ea,trp_11c9d5a3,Jaisalmer plan v2,2,1,user,7650.00,INR,420,5.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Jaisalmer Bustling Night Bazaar & Budget Food Street,In Jaisalmer: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_acc53645,trp_55e4cc10,Kuala Lumpur plan v1,1,1,ai_planner,5115.46,INR,585,5.3,,active,2026-04-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kuala Lumpur Dawn Meditation & Pranayama in Garden Pavilions,In Kuala Lumpur: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_8639f8de,trp_e4e09b00,Abu Dhabi plan v1,1,0,optimizer,411.31,CHF,1545,13.7,,active,2026-06-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Abu Dhabi Public Park Relaxation & City Museum,In Abu Dhabi: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_7f4ae96d,trp_e4e09b00,Abu Dhabi plan v2,2,0,optimizer,365.01,CHF,870,11.3,,active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Abu Dhabi Bustling Night Bazaar & Budget Food Street,In Abu Dhabi: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_73de9344,trp_e4e09b00,Abu Dhabi plan v3,3,1,agent,417.91,CHF,1380,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-15T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Abu Dhabi Self-Guided Architectural Walking Trail,"In Abu Dhabi: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_f1b52339,trp_2dbec2dd,Bhubaneswar plan v1,1,1,ai_planner,25250.00,INR,945,11.3,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bhubaneswar Ayurvedic Herbal Therapy & Botanical Walk,In Bhubaneswar: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_06005a46,trp_a0a40e8a,Nainital plan v1,1,1,agent,19050.00,INR,1620,12.5,,active,2026-06-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Nainital Traditional Folk Performance & Heritage Feast,In Nainital: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_3068d7e3,trp_90e2fb40,Bangkok plan v1,1,1,agent,21.05,INR,780,9.6,,active,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bangkok Botanical Gardens & Heritage Tea Stroll,In Bangkok: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_ea33f27e,trp_cdf7d1fa,Gokarna plan v1,1,1,ai_planner,5589.75,MYR,1200,11.3,,active,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Public Park Relaxation & City Museum,In Gokarna: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_405eacc5,trp_fd9a2525,Abu Dhabi plan v1,1,1,agent,20306.51,INR,1455,13.7,,active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Abu Dhabi Campfire Astronomy & Stargazing Session,In Abu Dhabi: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_be6260e0,trp_0053b2f7,Pondicherry plan v1,1,0,optimizer,20550.00,INR,1200,11.3,,active,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Private Chauffeur Landmark & Palace Tour,In Pondicherry: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_87bfb7b6,trp_0053b2f7,Pondicherry plan v2,2,0,ai_planner,21750.00,INR,1290,12.5,,active,2026-04-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Fine Dining Luncheon & Vintage High Tea,In Pondicherry: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_0398b75e,trp_0053b2f7,Pondicherry plan v3,3,1,agent,15700.00,INR,1050,12.5,,active,2026-04-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Exclusive Sunset Cruise & Chef's Degustation,In Pondicherry: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_d92af403,trp_e086bae2,Kyoto plan v1,1,1,ai_planner,11370.00,INR,705,6.5,,active,2026-05-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kyoto Historic Citadel & Royal Palace Morning Tour,"In Kyoto: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_b1221820,trp_4a923b00,Bhuj plan v1,1,1,user,7900.00,INR,270,5.3,,active,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Bhuj Old Town Heritage Bazaar & Artisan Lane,"In Bhuj: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_d5705104,trp_c1603110,Munnar plan v1,1,1,optimizer,6431.75,SGD,735,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Munnar Lakeside Promenade Sunset & Classical Sitar,"In Munnar: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_fa1f2ad4,trp_77e61eba,Chennai plan v1,1,1,user,5200.00,INR,1425,13.2,,active,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Chennai Self-Guided Architectural Walking Trail,"In Chennai: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_53471b29,trp_b367a36c,Guwahati plan v1,1,0,ai_planner,63100.00,LKR,1395,12.5,,active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Guwahati River Expedition & Nature Wilderness Trek,"In Guwahati: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_40b4095a,trp_b367a36c,Guwahati plan v2,2,0,agent,61000.00,LKR,1050,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Guwahati Campfire Astronomy & Stargazing Session,In Guwahati: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_b11c4e49,trp_b367a36c,Guwahati plan v3,3,1,user,66000.00,LKR,1530,13.7,,active,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Guwahati Sunrise Ridge Hike & Panoramic Viewpoint,In Guwahati: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_5e5fc7f8,trp_f18e9739,Jodhpur plan v1,1,1,optimizer,5464.75,QAR,990,12.5,,active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jodhpur Old Town Heritage Bazaar & Artisan Lane,"In Jodhpur: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_b0956784,trp_7945b3eb,Visakhapatnam plan v1,1,0,agent,12550.00,INR,690,8.4,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Visakhapatnam Tranquil Waterfront Sunset & Sound Bath,In Visakhapatnam: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_f1993375,trp_7945b3eb,Visakhapatnam plan v2,2,0,ai_planner,15000.00,INR,600,8.9,,active,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Visakhapatnam Dawn Meditation & Pranayama in Garden Pavilions,In Visakhapatnam: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_0826ba64,trp_7945b3eb,Visakhapatnam plan v3,3,1,ai_planner,14050.00,INR,1005,8.9,,active,2026-05-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Visakhapatnam Ayurvedic Herbal Therapy & Botanical Walk,In Visakhapatnam: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_767918cf,trp_994bc238,Mysuru plan v1,1,1,agent,24700.00,NPR,975,12.5,,active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Mysuru Exclusive Sunset Cruise & Chef's Degustation,In Mysuru: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_7eeb931b,trp_4eec7794,Jodhpur plan v1,1,1,user,5100.00,INR,1320,10.8,,active,2026-05-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Jodhpur Historic Citadel & Royal Palace Morning Tour,"In Jodhpur: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_168b47f9,trp_1aeefd3e,Guwahati plan v1,1,1,agent,21200.00,INR,1155,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Guwahati River Expedition & Nature Wilderness Trek,"In Guwahati: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_9c480daf,trp_76c2a4af,Kuala Lumpur plan v1,1,1,optimizer,107.42,INR,975,10.8,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kuala Lumpur Traditional Folk Performance & Heritage Feast,In Kuala Lumpur: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_4b2c562f,trp_afb42eab,Jaipur plan v1,1,1,optimizer,3700.00,INR,1365,10.8,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-31T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Nahargarh Fort Sunset & Wax Museum,Panoramic views of the Pink City skyline perched along the Aravalli hill ridges.,afternoon
itn_3958b661,trp_89eafa58,Bhuj plan v1,1,1,agent,25700.00,INR,645,11.3,,active,2026-05-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bhuj River Expedition & Nature Wilderness Trek,"In Bhuj: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_0af39d28,trp_5a3f0c25,Jaisalmer plan v1,1,0,optimizer,15050.00,INR,1395,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jaisalmer Traditional Folk Performance & Heritage Feast,In Jaisalmer: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_9ca0d1d6,trp_5a3f0c25,Jaisalmer plan v2,2,1,ai_planner,16250.00,INR,1290,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jaisalmer Historic Citadel & Royal Palace Morning Tour,"In Jaisalmer: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_d0b178bc,trp_77488f6d,Jaipur plan v1,1,1,optimizer,10150.00,INR,465,6.5,,active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Albert Hall Museum & Ram Niwas Garden,Indo-Saracenic architectural masterpiece showcasing Persian carpets and miniature paintings.,afternoon
itn_2cc1907a,trp_9fc37785,Udaipur plan v1,1,1,ai_planner,31050.00,INR,1620,12.5,,active,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Fateh Sagar Lake Promenade & Street Food,"Sample fresh cold coffee, kulhad chai, and spicy pav bhaji along the lakeside drive.",evening
itn_eea5c64c,trp_22fafc52,Gangtok plan v1,1,1,agent,76600.00,LKR,1500,11.3,,active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gangtok Self-Guided Architectural Walking Trail,"In Gangtok: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_cb90b7a7,trp_c2f959a5,Bangkok plan v1,1,0,ai_planner,20994.30,INR,1065,11.3,,active,2026-05-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bangkok Old Town Heritage Bazaar & Artisan Lane,"In Bangkok: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_da23ddbe,trp_c2f959a5,Bangkok plan v2,2,1,ai_planner,17500.00,INR,1290,12.5,,active,2026-05-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bangkok Traditional Folk Performance & Heritage Feast,In Bangkok: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_561d0984,trp_0f1dfedf,Bangkok plan v1,1,1,ai_planner,22126.05,INR,810,11.3,,active,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bangkok Historic Citadel & Royal Palace Morning Tour,"In Bangkok: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_5c15acd2,trp_5a52c165,Kuala Lumpur plan v1,1,1,optimizer,20204.07,INR,675,10.1,,active,2026-07-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kuala Lumpur Old Town Heritage Bazaar & Artisan Lane,"In Kuala Lumpur: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_ab2fbc15,trp_32ae8bfe,Aurangabad plan v1,1,1,optimizer,9150.00,INR,660,8.9,,active,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Aurangabad Campfire Astronomy & Stargazing Session,In Aurangabad: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_020f4b0f,trp_f80fc406,Jaisalmer plan v1,1,1,user,17150.00,INR,1320,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jaisalmer Self-Guided Architectural Walking Trail,"In Jaisalmer: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_7e672336,trp_44ecb435,Mumbai plan v1,1,1,ai_planner,6100.00,SGD,1515,13.2,,active,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Crawford Market & Mangaldas Cloth Bazaar,"Whirlwind sensory journey through historic spice, fruit, and textile trading halls.",afternoon
itn_bdef31ce,trp_53739538,Zurich plan v1,1,0,user,34.14,INR,1110,12.0,,active,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Zurich Lakeside Promenade Sunset & Classical Sitar,"In Zurich: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_fa5c6208,trp_53739538,Zurich plan v2,2,0,ai_planner,12503.69,INR,1050,13.7,,active,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Zurich Botanical Gardens & Heritage Tea Stroll,In Zurich: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_1d6f9722,trp_53739538,Zurich plan v3,3,1,optimizer,12507.89,INR,1455,13.7,,active,2026-06-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Zurich Artisan Pottery Workshop & Museum Visit,In Zurich: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_f9697316,trp_ecb6fa2a,Kandy plan v1,1,1,optimizer,15887.50,INR,645,11.3,,active,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Lakeside Promenade Sunset & Classical Sitar,"In Kandy: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_75971bd3,trp_3178fc73,Bhuj plan v1,1,0,ai_planner,24300.00,INR,1020,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bhuj Historic Citadel & Royal Palace Morning Tour,"In Bhuj: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_3a70e15e,trp_3178fc73,Bhuj plan v2,2,0,ai_planner,18400.00,INR,435,8.9,,active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bhuj Old Town Heritage Bazaar & Artisan Lane,"In Bhuj: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_e21ac66a,trp_3178fc73,Bhuj plan v3,3,1,user,24700.00,INR,990,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bhuj Traditional Folk Performance & Heritage Feast,In Bhuj: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_bd12e442,trp_41efeeee,Pondicherry plan v1,1,1,agent,21200.00,INR,1485,13.7,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Private Chauffeur Landmark & Palace Tour,In Pondicherry: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_4bfcc7d2,trp_c4b22e96,Kyoto plan v1,1,1,optimizer,21878.00,INR,975,10.1,,active,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kyoto Ayurvedic Herbal Therapy & Botanical Walk,In Kyoto: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_cb911be2,trp_f05ed67d,Puri plan v1,1,0,optimizer,5022.00,SGD,1425,13.7,,active,2026-05-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Puri Tranquil Waterfront Sunset & Sound Bath,In Puri: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_79caf1e2,trp_f05ed67d,Puri plan v2,2,1,optimizer,4622.00,SGD,1335,12.5,,active,2026-06-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Puri Dawn Meditation & Pranayama in Garden Pavilions,In Puri: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_bb4a80a9,trp_ab02433c,Thanjavur plan v1,1,0,ai_planner,6000.00,INR,780,6.5,,active,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Thanjavur River Expedition & Nature Wilderness Trek,"In Thanjavur: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_ed3c670e,trp_ab02433c,Thanjavur plan v2,2,1,ai_planner,5700.00,INR,525,5.3,,active,2026-05-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Thanjavur Campfire Astronomy & Stargazing Session,In Thanjavur: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_010ff343,trp_92b064f2,Jaisalmer plan v1,1,0,ai_planner,1952200.00,IDR,1365,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jaisalmer Sunrise Ridge Hike & Panoramic Viewpoint,In Jaisalmer: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_b9ece488,trp_92b064f2,Jaisalmer plan v2,2,1,ai_planner,1953600.00,IDR,1335,12.5,,active,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jaisalmer River Expedition & Nature Wilderness Trek,"In Jaisalmer: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_3c2ac8b9,trp_78241f22,Leh plan v1,1,1,ai_planner,16250.00,INR,1155,12.5,,active,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Leh Traditional Folk Performance & Heritage Feast,In Leh: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
